,data,iv,ciphertext
61,03ff3d0c8bc32ec7ade157f11e682aff10466719c34bd0711af4ac4bcdd94158d4b23add4365de0d33b7b0f32b98db97c59619af19,03ff3d,0c8bc32ec7ade157f11e682aff10466719c34bd0711af4ac4bcdd94158d4b23add4365de0d33b7b0f32b98db97c59619af19
62,03ff3edb30a9fb599395dc7a6254512d0518,03ff3e,db30a9fb599395dc7a6254512d0518
63,03ff3f53246e45d6a7c9f4c482b304363dc65c41592d4e4c7511d7bb134b0a3e5df7e450f76886ea4e32525c4c101648b603d123a399,03ff3f,53246e45d6a7c9f4c482b304363dc65c41592d4e4c7511d7bb134b0a3e5df7e450f76886ea4e32525c4c101648b603d123a399
64,03ff40a7fc126566f57c4ece61f409a2460038cdc8a0eaaec52966,03ff40,a7fc126566f57c4ece61f409a2460038cdc8a0eaaec52966
65,03ff4109215acdee7ae091acdd31c00e0e7433bcaf9573c38828b27e59260af456c8314f2918318511947f3d5c14,03ff41,09215acdee7ae091acdd31c00e0e7433bcaf9573c38828b27e59260af456c8314f2918318511947f3d5c14
66,03ff4288dd620d35322fa61ee9328a87b84c8a24a90671a3ea78fcba53de9b6c02a57712965cfa30716531d90f4a52f4941b58d9fcd8c8f10ab50a7884d58c,03ff42,88dd620d35322fa61ee9328a87b84c8a24a90671a3ea78fcba53de9b6c02a57712965cfa30716531d90f4a52f4941b58d9fcd8c8f10ab50a7884d58c
67,03ff43a38029cd27f9e537f7b6b248e9d38f3adf6bc9b3c292a823,03ff43,a38029cd27f9e537f7b6b248e9d38f3adf6bc9b3c292a823
68,03ff44930faff4db1420930121b87db9fae821962957d3f882b16cea,03ff44,930faff4db1420930121b87db9fae821962957d3f882b16cea
69,03ff450c4a7b51f6b1d904a8aabc15240dd0a0c00fa29d8e0eca4643a1f37f56da019944ed89bc271a5f298f50002986,03ff45,0c4a7b51f6b1d904a8aabc15240dd0a0c00fa29d8e0eca4643a1f37f56da019944ed89bc271a5f298f50002986
70,03ff46c9834e4a0805e0882d4c9c6150e8577025672e95a279c8f160faa06750c5161932fe4dff31db9e3d21dfd54c857072cd6aac4571cce2d9a4599771ad,03ff46,c9834e4a0805e0882d4c9c6150e8577025672e95a279c8f160faa06750c5161932fe4dff31db9e3d21dfd54c857072cd6aac4571cce2d9a4599771ad
71,03ff478b4ba6eb8e5b48b64ce07c41d8b056d2e3754cda21c972cd54dc18888a7a7c846fdb051af32fb873409f4f0af74e9e3c2444b26135a8ad9bf3327df2,03ff47,8b4ba6eb8e5b48b64ce07c41d8b056d2e3754cda21c972cd54dc18888a7a7c846fdb051af32fb873409f4f0af74e9e3c2444b26135a8ad9bf3327df2
72,03ff484630c86a86e99c560d51f1eabe8f2bf7f6420b93b37f8c4f3fc9a9ac2f66148cb9113ff6df9f63d6e57eff,03ff48,4630c86a86e99c560d51f1eabe8f2bf7f6420b93b37f8c4f3fc9a9ac2f66148cb9113ff6df9f63d6e57eff
73,03ff499fa0741336cac0ddff6facaa,03ff49,9fa0741336cac0ddff6facaa
74,03ff4ade6e284323fa740bb0519ee7ce4310bce8efdb98b7d18f996f4341ff7ea7,03ff4a,de6e284323fa740bb0519ee7ce4310bce8efdb98b7d18f996f4341ff7ea7
75,03ff4b56ebcf92c38384806e72471a53ae01824df858ded08ce6672966553a9d30c692eb484c,03ff4b,56ebcf92c38384806e72471a53ae01824df858ded08ce6672966553a9d30c692eb484c
76,03ff4cf433a636af598328ddec0d1bc76a3d70b117085ad2f264716d129e68e0b2804e6b7e4d3e1f64f3c5,03ff4c,f433a636af598328ddec0d1bc76a3d70b117085ad2f264716d129e68e0b2804e6b7e4d3e1f64f3c5
77,03ff4d4777803b34c42356ed1496b13e20b58c76fbc9b5bb19a381fd3c462c75f3d18ec4fa186ebd238bd0261d9471d4c195d8c947f8195f993e8a8d20a5fb32fe0942fa3a8c571a5a60377881bfdf420693b3f3d9655096939511f48823bb37,03ff4d,4777803b34c42356ed1496b13e20b58c76fbc9b5bb19a381fd3c462c75f3d18ec4fa186ebd238bd0261d9471d4c195d8c947f8195f993e8a8d20a5fb32fe0942fa3a8c571a5a60377881bfdf420693b3f3d9655096939511f48823bb37
78,03ff4eff6ce67da61ba67f620ca2b940d2fdfd651ce93c232eb851d7f1cdb041e6589f44dca7,03ff4e,ff6ce67da61ba67f620ca2b940d2fdfd651ce93c232eb851d7f1cdb041e6589f44dca7
79,03ff4ff654354f87409bc21561fe2a67593335b268f6b25c0b235dd4d3a1e38f995f4665,03ff4f,f654354f87409bc21561fe2a67593335b268f6b25c0b235dd4d3a1e38f995f4665
80,03ff507714754b75f24320f8e4b639e6326252a78a5e,03ff50,7714754b75f24320f8e4b639e6326252a78a5e
81,03ff5146c129296eb1ce081b757ce710be72c9e08cab34be3f5c232f,03ff51,46c129296eb1ce081b757ce710be72c9e08cab34be3f5c232f
82,03ff529eb683581aba625c59e139940a3133d197a2430b4dc7045d684139e87b477ce3cc6bb9fb1e10bfe0b1f9,03ff52,9eb683581aba625c59e139940a3133d197a2430b4dc7045d684139e87b477ce3cc6bb9fb1e10bfe0b1f9
83,03ff5362f5cc7187993a0a86873e5f2777925ca5e223602d46ef,03ff53,62f5cc7187993a0a86873e5f2777925ca5e223602d46ef
84,03ff542dbac15a50ffab481a4d2a3e52ea6025c1c12c9dea089b8bc715805083eb2db843a57b8ef2c0130fb85ee61e46b335dd1b90e888838f05,03ff54,2dbac15a50ffab481a4d2a3e52ea6025c1c12c9dea089b8bc715805083eb2db843a57b8ef2c0130fb85ee61e46b335dd1b90e888838f05
85,03ff55f075f8ae96c32153e26be623e347b59caf53275311dc3fe4a0d4c8855462fca8eddcc60f745e5b,03ff55,f075f8ae96c32153e26be623e347b59caf53275311dc3fe4a0d4c8855462fca8eddcc60f745e5b
86,03ff564826a30c465e39d5371ac4369d58bd,03ff56,4826a30c465e39d5371ac4369d58bd
87,03ff57c0099191bfa1043362885cf9fdf2c56487ba5bfd463902a702a11f244e70e71dd097011255b5fe10e5d1e4a2b14cf9c8,03ff57,c0099191bfa1043362885cf9fdf2c56487ba5bfd463902a702a11f244e70e71dd097011255b5fe10e5d1e4a2b14cf9c8
88,03ff58444e7947b40ca0b1de26ec7633b8b9b08766e896f377e0eb32505fa312aa,03ff58,444e7947b40ca0b1de26ec7633b8b9b08766e896f377e0eb32505fa312aa
89,03ff59548045f00ed10811542bd4568a6eff51f409fcaf,03ff59,548045f00ed10811542bd4568a6eff51f409fcaf
90,03ff5a96ad13a80e7916b1857e0f70791b9d80f5b51b741d7f9cccc0fc0a5fc8a714f9da21be38268dee6d6a34465b4adb049a22c16277,03ff5a,96ad13a80e7916b1857e0f70791b9d80f5b51b741d7f9cccc0fc0a5fc8a714f9da21be38268dee6d6a34465b4adb049a22c16277
91,03ff5ba244bdef699964b1903479cc469c24,03ff5b,a244bdef699964b1903479cc469c24
92,03ff5c300c25f3d065efb3596c97b087011ba39004b51c2c43803e650ebdfe1cdda180e6af19bad764be76,03ff5c,300c25f3d065efb3596c97b087011ba39004b51c2c43803e650ebdfe1cdda180e6af19bad764be76
93,03ff5dd1cd1cf96dc189ca380af9f387d9dc9a8d4c43b93bf6c1a3f02cc29cf0d0,03ff5d,d1cd1cf96dc189ca380af9f387d9dc9a8d4c43b93bf6c1a3f02cc29cf0d0
94,03ff5ea5aec149e3874642eedc15da055d9ac1163fc0418309e8b155a159831fa2,03ff5e,a5aec149e3874642eedc15da055d9ac1163fc0418309e8b155a159831fa2
95,03ff5f41e4a11d8c6b784ef63ec943e9fa718c77300d2882,03ff5f,41e4a11d8c6b784ef63ec943e9fa718c77300d2882
96,03ff60a9cd92debdecb7d575017e5a10b4c59eedaf819da8330993b7351fd0b4fcda107be2c00fde2cc862799bac3ac17344f86f2460d606a854,03ff60,a9cd92debdecb7d575017e5a10b4c59eedaf819da8330993b7351fd0b4fcda107be2c00fde2cc862799bac3ac17344f86f2460d606a854
97,03ff61b5c5c1dd94fda7f3817fb12a3bfb75e812504acde5fa54574e47283ed1a4f66e74d482fddfad3953a537,03ff61,b5c5c1dd94fda7f3817fb12a3bfb75e812504acde5fa54574e47283ed1a4f66e74d482fddfad3953a537
98,03ff62ca65b7f034f80bb905b95d198ff3b011a3d192124a12fb9ac3f0159ded28d547,03ff62,ca65b7f034f80bb905b95d198ff3b011a3d192124a12fb9ac3f0159ded28d547
99,03ff63ba43430fab1f509dc64f2b177b751f31cd73c34380eb98c7d5bed4f89b64,03ff63,ba43430fab1f509dc64f2b177b751f31cd73c34380eb98c7d5bed4f89b64
100,03ff64b53b9bc7642bd5e605bfdf411dea1301f7a64ae58d3e,03ff64,b53b9bc7642bd5e605bfdf411dea1301f7a64ae58d3e
101,03ff651d0eb1446b08cf0bdbc927d2f77c6f85dfc439541cb995a3baf667ae1f1c64b09bcb14,03ff65,1d0eb1446b08cf0bdbc927d2f77c6f85dfc439541cb995a3baf667ae1f1c64b09bcb14
102,03ff6659a22c85e374238671a7a69cc7253f4bac88cdbf02c85e94274c80e25183b75f84eb8c564c566465d6,03ff66,59a22c85e374238671a7a69cc7253f4bac88cdbf02c85e94274c80e25183b75f84eb8c564c566465d6
103,03ff676240e7339b705ac0e367c5a3a079660a1b0ab3f514181ee5a2b2c0cf6b3725ed594c5de75d70d146b31a855042bd08a1f79664195a620b5a4ea2ea452642b6db69794f,03ff67,6240e7339b705ac0e367c5a3a079660a1b0ab3f514181ee5a2b2c0cf6b3725ed594c5de75d70d146b31a855042bd08a1f79664195a620b5a4ea2ea452642b6db69794f
104,03ff6810c52ef5562588e97717bcf0a5aac359675120a7147453274b4453a0b0269df7ffe542e5ca4545a2a4c2e2d534cadea709e5,03ff68,10c52ef5562588e97717bcf0a5aac359675120a7147453274b4453a0b0269df7ffe542e5ca4545a2a4c2e2d534cadea709e5
105,03ff699e7bb43000f5c679c45af38b21e2b7bdf6b8759651526e1f512adc0918983ba38eda037473a3ac69e944a050b252a2446158ebb2e09cf2f6,03ff69,9e7bb43000f5c679c45af38b21e2b7bdf6b8759651526e1f512adc0918983ba38eda037473a3ac69e944a050b252a2446158ebb2e09cf2f6
106,03ff6a10be5bb48d12b10622a61e58ccb940b2c3dcb702c4c48ccd9e388406922d3569c46f09ec2edd142a8f0406fc8ed1965a5db74c,03ff6a,10be5bb48d12b10622a61e58ccb940b2c3dcb702c4c48ccd9e388406922d3569c46f09ec2edd142a8f0406fc8ed1965a5db74c
107,03ff6b8d7781f4bb136a19c97416eaf213b7821c5927936d525b918cbd094309798c027502ade3bae0a0417d435bd68da68d6fa9c4a2,03ff6b,8d7781f4bb136a19c97416eaf213b7821c5927936d525b918cbd094309798c027502ade3bae0a0417d435bd68da68d6fa9c4a2
108,03ff6cede704670c7d161e5910ee24444ba871002b53edc19f179199177478f3a444a93407bebc25245cee9f17ce99f6cc10,03ff6c,ede704670c7d161e5910ee24444ba871002b53edc19f179199177478f3a444a93407bebc25245cee9f17ce99f6cc10
109,03ff6d2c35f2b3627c59a148964148,03ff6d,2c35f2b3627c59a148964148
110,03ff6e35676db3496ee47978fec691e898b1bf52bdf739dede3eaa439c9b49c05cdf8553ee7b4bd0d5e261a73bddf9097b1e86244be98ab79d788c9250000943f8ef40e6a92729edfefd0acdaffe629aa345e5ad5aa15aeddc28,03ff6e,35676db3496ee47978fec691e898b1bf52bdf739dede3eaa439c9b49c05cdf8553ee7b4bd0d5e261a73bddf9097b1e86244be98ab79d788c9250000943f8ef40e6a92729edfefd0acdaffe629aa345e5ad5aa15aeddc28
111,03ff6f3b2d367d5f57ef9f10888aded052f01ccde1e9b19d66171ccc933f,03ff6f,3b2d367d5f57ef9f10888aded052f01ccde1e9b19d66171ccc933f
112,03ff705df512caf48c7e5b3fb6527a34a77c730ba287a47845f8e054396e07d8c9380e8997187197031a72bfc30a10b30ce3,03ff70,5df512caf48c7e5b3fb6527a34a77c730ba287a47845f8e054396e07d8c9380e8997187197031a72bfc30a10b30ce3
113,03ff712eed68a01443b585854f8ac9500e16ad94db6faba5bca37dc093d1a1879296e7e3e2af,03ff71,2eed68a01443b585854f8ac9500e16ad94db6faba5bca37dc093d1a1879296e7e3e2af
114,03ff721df61a64b511c14e801c0928eb605efb5e7f454a65509bbee2a1b65664c50ef3389073900f31bae607793e2a27d6e02b,03ff72,1df61a64b511c14e801c0928eb605efb5e7f454a65509bbee2a1b65664c50ef3389073900f31bae607793e2a27d6e02b
115,03ff734844732e1ca5fb600a0bbdb93d7c47846bc1defc86c6532c8afc91858e2429212576a0dd6abc07124e711fd6ba01354a5676b8e1514ffe1448cc21a6b53704475e42d3d38734869b7cc0a9,03ff73,4844732e1ca5fb600a0bbdb93d7c47846bc1defc86c6532c8afc91858e2429212576a0dd6abc07124e711fd6ba01354a5676b8e1514ffe1448cc21a6b53704475e42d3d38734869b7cc0a9
116,03ff74c6fd015f2d1f2fd955951b2691b0940e69acbf79ab7f2a221c610e01d8ca1c79870958d670bf,03ff74,c6fd015f2d1f2fd955951b2691b0940e69acbf79ab7f2a221c610e01d8ca1c79870958d670bf
117,03ff75d5c53af806bb8d78a9be47d9423d2686538a0c50c073769eb74ccb5198,03ff75,d5c53af806bb8d78a9be47d9423d2686538a0c50c073769eb74ccb5198
